Id, Title, Brand, Image, Price 
126,Panasonic Toughbook CF-31Touch Backlit i5-520M 2.4GHz 4GB 500GB HDD WIN 10 PRO,Panasonic,https://i.ebayimg.com/thumbs/images/g/OREAAOSwHDdcyLUP/s-l225.jpg,$249.00 
127,Dell Latitude E6440 2.6 GHZ intel Core i5 500GB 4GB Laptop Windows 10 64 Camera,Dell,https://i.ebayimg.com/thumbs/images/g/rTsAAOSwSc1brAJu/s-l225.jpg,$171.53 
128,HP 15-BW033WM 15.6" (AMD A12, 2.7 GHz, 8 GB RAM, 1 TB HDD) Laptop - Blue...,HP,https://i.ebayimg.com/thumbs/images/g/pusAAOSwa29bt4Rp/s-l225.jpg,$370.00 
129,HP 15-g281nr 15.6" Laptop AMD A6-52002.0GHz 4GB 500GB Sparkling Black NEW,HP,https://i.ebayimg.com/thumbs/images/g/tg0AAOSwpbJVSRAp/s-l225.jpg,$649.95 
130,HP EliteBook Folio 1040 G2 14" FHD i5-5300U 2.3GHz 8GB 128GB SSD Windows 10,HP,https://i.ebayimg.com/thumbs/images/m/mj97_vRshtBVqQtySzgcBlQ/s-l225.jpg,$299.99 
131,Mint HP 2510p, Win7 or ChromeOS, 1.33GHz, ( HD+Battery+Charger), DVD, Office!,HP,https://i.ebayimg.com/thumbs/images/g/plUAAOSwNvRbUtqS/s-l225.jpg,$249.99 
132,HP EliteBook X360 1020 G2 Touch --- i7 7600U - 16GB Ram - 512GB SSD - IPS 1080p,HP,https://i.ebayimg.com/thumbs/images/g/pBYAAOSw1WZcs84i/s-l225.jpg,$700.00 
133,Lenovo ThinkPad T431s (i5-3337u 1.8GHz 8GB 32GB HDD Fingerprint Webcam BT Win 8),Lenovo,https://i.ebayimg.com/thumbs/images/g/b3wAAOSwGdtcxmlt/s-l225.jpg,$175.00 
134,Huawei Matebook X Pro 53010CAJ / Intel i7-8550U 16GB 512GB SSD 13.9" 3K Touch ,Huawei,https://i.ebayimg.com/thumbs/images/g/1qkAAOSwfX9b2cWX/s-l225.jpg,$1,149.99 
135,HP ProBook 450 G3 15.6" Laptop Intel Core i7 (6500U) 2.50GHz 4GB DDR4 320GB HDD,HP,https://i.ebayimg.com/thumbs/images/g/wiEAAOSwhV1cm9tu/s-l225.jpg,$415.79 
136,Dell Inspiron 15 5565 Notebook - AMD A9 - 2.40GHz, 8GB RAM, 1TB HDD, 15.6" Displ,Dell,https://i.ebayimg.com/thumbs/images/g/KLMAAOSw0F9bmZKo/s-l225.jpg,$354.17 
137,Lenovo Thinkpad T440 Laptop Core i5 1.9GHZ 4GB 500GB Windows 10 Pro x64 camera,Lenovo,https://i.ebayimg.com/thumbs/images/g/XMEAAOSwQRVbmtIB/s-l225.jpg,$157.44 
138,HP ELITEBOOK 850 G3 I5-6200U 2.30GHZ 8GB 256GB HD 520 15.6" WIN 7,HP,https://i.ebayimg.com/thumbs/images/g/X-IAAOSwnjZcQmrY/s-l225.jpg,$364.99 
139,HP EliteBook 820 G3 12.5 DC i5-6300U 2.4GHz 8-16GB DDR4 0-512GB M2 SSD Windows10,HP,https://i.ebayimg.com/thumbs/images/m/mxkfMBCm-QLtaovo7ElIGvQ/s-l225.jpg,$339.99  
140,Dell Latitude 7350 13.3" Intel M-5Y71 8GB Ram 256GB Ssd Win 10 Pro 2-in-1,Dell,https://i.ebayimg.com/thumbs/images/g/hr8AAOSwZ65cv3Af/s-l225.jpg,$223.10 
141,Orange Custom Dell Latitude 15.4" Laptop, Win 10,  Battery, WiFi, Ready to Go,Dell,https://i.ebayimg.com/thumbs/images/g/oQcAAOSwi3xcOkiz/s-l225.jpg,$189.05 
142,Lenovo Thinkpad T440 14" HD DC i5-4300U 1.9GHz 4-8GB HDD/ SSD Windows10,Lenovo,https://i.ebayimg.com/thumbs/images/m/m635ZxT1mID-F8xBwM_-Lqg/s-l225.jpg,$304.99 
143,Dell Vostro 3450 14” Laptop Core i5-2430M, 4GB RAM, 320GB HDD w/Charger,Dell,https://i.ebayimg.com/thumbs/images/g/paoAAOSwupBcq3tL/s-l225.jpg,$109.99 
144,NEW Lenovo ThinkCentre 10FW0003US M800 i7/3.4 4C 8GB 1TB Windows 10,Lenovo,https://i.ebayimg.com/thumbs/images/g/-qwAAOSwWH1b7aUI/s-l225.jpg,$895.00 
145,HP 17.3" Laptop AMD DualCore 3.60GHz 8GB Ram 1TB HD DVDRW Backlit Keyboard Win10,HP,https://i.ebayimg.com/thumbs/images/m/mQR_Wft4aNDdruMHYGxUMsw/s-l225.jpg,$399.95  
146,HP 15.6 TouchScreen Intel Pentium 2.70GHz 8GB 128GB SSD Drive DVDRW Win10 Laptop,HP,https://i.ebayimg.com/thumbs/images/m/mg8pQrU7PXaPBg-ZAQcUfYg/s-l225.jpg,$366.95 
147,Acer Aspire P3-171-6845 Intel i5-3339Y, 4GB DDR3, 60GB SSD, 11.6" Win Laptop Y36,Acer,https://i.ebayimg.com/thumbs/images/g/TcwAAOSwKbdc0J7Y/s-l225.jpg,$39.00 
148,Dell Latitude 15.6" E6510 Intel Core i5 2.40GHz 4GB DVD±RW Wi-Fi 160GB w/Adapter,Dell,https://i.ebayimg.com/thumbs/images/g/oEwAAOSwOyxcy-rG/s-l225.jpg,$80.00 
149,Lenovo ThinkPad T510 15" Intel i7 8 GB RAM 320 GB HDD Win 10 WiFi B Grade Laptop,Lenovo,https://i.ebayimg.com/thumbs/images/g/kskAAOSw5wJcQnwp/s-l225.jpg,$142.49 
150,HP 17.3” HD+ TouchScreen Laptop Intel Core i3 3.40GHz 8GB 1TB DVD+RW WebCam BT,HP,https://i.ebayimg.com/thumbs/images/m/mlnPQBGEqsdcV7dP2gdle5Q/s-l225.jpg,$457.95 
